Ensembl_ID	Gene_Symbol	Chromosome	Start	End	Length	GC_Content	Strand	Biotype	Description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	weight	WT4	WT1	WT2	KO5	KO4	KO3	wild_type	knock_out
ENSMUSG00000117974	Tuba-rs1	17	30396449	30397893	1445	49.41	1	transcribed_processed_pseudogene	tubulin alpha, related sequence 1 [Source:MGI Symbol;Acc:MGI:1349435]	8	-0.25	0.25	-1.00318380802346	0.3157722	1	0.005	0.9	19.2	12	1.4	7.3	7.1	10.7	5.3
ENSMUSG00000072235	Tuba1a	15	98847718	98851584	1803	49.13	-1	protein_coding	tubulin, alpha 1A [Source:MGI Symbol;Acc:MGI:98869]	7838.1	0.07	0.17	0.408130535909596	0.6831778	0.8432424	1.573	7941.4	7452.9	7505.3	6326.2	9315.3	8487.3	7633.2	8042.9
ENSMUSG00000023004	Tuba1b	15	98829306	98832446	1875	53.49	-1	protein_coding	tubulin, alpha 1B [Source:MGI Symbol;Acc:MGI:107804]	11437.1	0.31	0.18	1.71601417894326	0.08615945	0.4043062	1.153	11835.5	8745.2	9641	15622.6	11765.8	11012.9	10073.9	12800.4
ENSMUSG00000043091	Tuba1c	15	98927772	98935991	2287	49.66	1	protein_coding	tubulin, alpha 1C [Source:MGI Symbol;Acc:MGI:1095409]	1461	0.46	0.2	2.32252653132127	0.0202046	0.2012263	1.529	1295.4	1183.4	1100.1	2339.5	1351.3	1496	1193	1728.9
ENSMUSG00000026202	Tuba4a	1	75190872	75196509	3701	53.94	-1	protein_coding	tubulin, alpha 4A [Source:MGI Symbol;Acc:MGI:1095410]	2037.6	0.46	0.2	2.23819998424496	0.02520802	0.2414266	1.243	1854.3	1651.8	1479.8	3320.1	1826.4	2093.3	1662	2413.2
ENSMUSG00000101955	Tuba5-ps	1	134447716	134451877	835	46.61	1	unprocessed_pseudogene	tubulin alpha 5, pseudogene [Source:MGI Symbol;Acc:MGI:5580082]	2	0	0.18	-0.00673255821461226	0.9946282	1	0	5.2	0.8	0	1.4	2.1	2.4	2	2
ENSMUSG00000030137	Tuba8	6	121187655	121203813	2263	49.33	1	protein_coding	tubulin, alpha 8 [Source:MGI Symbol;Acc:MGI:1858225]	35.1	0.17	0.22	0.800484274821025	0.4234303	0.6851836	1.601	32.2	14.4	23.9	1.4	56.3	82.5	23.5	46.7
ENSMUSG00000016255	Tubb1	2	174292488	174299675	1406	47.3	1	protein_coding	tubulin, beta 1 class VI [Source:MGI Symbol;Acc:MGI:107814]	16.9	-0.16	0.27	-0.591196291465304	0.5543889	1	0.41	23.5	31.2	4	5.7	12.5	24.7	19.6	14.3
ENSMUSG00000058672	Tubb2a	13	34258257	34261990	1610	52.01	-1	protein_coding	tubulin, beta 2A class IIA [Source:MGI Symbol;Acc:MGI:107861]	1880.3	0.15	0.17	0.880825890880964	0.3784121	0.6580676	1.573	1767.3	1771.9	1789.4	1629.9	2360.9	1962.5	1776.2	1984.4
ENSMUSG00000045136	Tubb2b	13	34310731	34314449	2294	50.61	-1	protein_coding	tubulin, beta 2B class IIB [Source:MGI Symbol;Acc:MGI:1920960]	511.4	0.05	0.21	0.230660725389115	0.8175784	0.9192382	1.529	484.9	501.2	519.3	355.5	687.6	519.5	501.8	520.9
ENSMUSG00000062380	Tubb3	8	124138163	124148754	1868	50.51	1	protein_coding	tubulin, beta 3 class III [Source:MGI Symbol;Acc:MGI:107813]	925.1	0.53	0.22	2.40373124513915	0.0162287	0.2709976	0.583	794	668.6	701.2	663.7	1302.3	1420.6	721.3	1128.9
ENSMUSG00000062591	Tubb4a	17	57387066	57394782	2228	51.64	-1	protein_coding	tubulin, beta 4A class IVA [Source:MGI Symbol;Acc:MGI:107848]	312	0.08	0.19	0.416591812720664	0.676977	0.8493246	1.529	372.6	238.6	295.2	285.3	345.9	334.5	302.1	321.9
ENSMUSG00000036752	Tubb4b	2	25112172	25114714	2088	55.8	-1	protein_coding	tubulin, beta 4B class IVB [Source:MGI Symbol;Acc:MGI:1915472]	5854.8	0.36	0.2	1.84594438114318	0.06490028	0.3737601	1.058	5354.9	4931.5	4721.2	9180.3	5674	5266.7	5002.5	6707
ENSMUSG00000095159	Tubb4b-ps1	5	7229365	7230700	1336	55.09	1	processed_pseudogene	tubulin, beta 4B class IVB, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3642800]	37.6	0.34	0.27	1.22926454818385	0.2189726	0.5332124	1.529	25.2	37.6	28.7	70.2	35.4	28.3	30.5	44.6
ENSMUSG00000099997	Tubb4b-ps2	1	24633168	24634504	1337	53.93	-1	processed_pseudogene	tubulin, beta 4B class IVB, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3723458]	11.8	0.29	0.28	1.02609795712157	0.3048454	1	0.027	7.8	6.4	13.6	15.8	15.6	11.8	9.3	14.4
ENSMUSG00000001525	Tubb5	17	36144813	36149198	3327	51.62	-1	protein_coding	tubulin, beta 5 class I [Source:MGI Symbol;Acc:MGI:107812]	26270.4	0.2	0.15	1.33613845252126	0.181504	0.5402777	1.228	24132.5	24827.1	24090.8	31837.2	28111.5	24623.1	24350.1	28190.6
ENSMUSG00000001473	Tubb6	18	67523787	67535819	2437	48.34	1	protein_coding	tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]	1829.6	0.13	0.2	0.685411636353274	0.4930842	0.837458	1.153	1686.3	1836	1669.7	1301.6	2314	2169.8	1730.7	1928.5
ENSMUSG00000020513	Tubd1	11	86435817	86458186	2070	45.42	1	protein_coding	tubulin, delta 1 [Source:MGI Symbol;Acc:MGI:1891826]	159.4	0.07	0.2	0.350718209970397	0.7257998	1	0.594	186.3	145.7	132.4	179.2	166.7	146.1	154.8	164
ENSMUSG00000019845	Tube1	10	39009972	39028538	7838	42.27	1	protein_coding	tubulin, epsilon 1 [Source:MGI Symbol;Acc:MGI:1919174]	226.1	0.18	0.2	0.878895841333548	0.3794578	0.8878825	0.773	203.7	217	208.2	311.1	192.7	223.8	209.6	242.5
ENSMUSG00000035198	Tubg1	11	101010764	101017245	2266	51.28	1	protein_coding	tubulin, gamma 1 [Source:MGI Symbol;Acc:MGI:101834]	1389.4	0.27	0.16	1.7419090319852	0.08152436	0.3488905	1.561	1327.6	1264.3	1145.6	1751.8	1486.7	1360.6	1245.8	1533
ENSMUSG00000045007	Tubg2	11	101046733	101052613	1754	51.18	1	protein_coding	tubulin, gamma 2 [Source:MGI Symbol;Acc:MGI:2144208]	134.2	-0.14	0.22	-0.622084346114766	0.5338864	0.7251899	1.775	177.6	121.7	127.6	96	138.6	143.7	142.3	126.1
ENSMUSG00000025474	Tubgcp2	7	139575868	139616582	3980	46.58	-1	protein_coding	tubulin, gamma complex associated protein 2 [Source:MGI Symbol;Acc:MGI:1921487]	1294.2	-0.05	0.15	-0.36518330837835	0.7149746	0.8694489	1.529	1451.3	1273.1	1236.5	1338.9	1165.8	1299.3	1320.3	1268
ENSMUSG00000000759	Tubgcp3	8	12664277	12722248	8568	46.98	-1	protein_coding	tubulin, gamma complex associated protein 3 [Source:MGI Symbol;Acc:MGI:2183752]	780.2	-0.09	0.17	-0.547875838230465	0.5837772	0.7931739	1.561	821	779.1	822.5	675.2	681.4	902.3	807.5	753
ENSMUSG00000027263	Tubgcp4	2	121001135	121029251	8395	42.41	1	protein_coding	tubulin, gamma complex associated protein 4 [Source:MGI Symbol;Acc:MGI:1196293]	552.6	-0.34	0.19	-1.8181892706945	0.06903521	0.3311579	1.51	709.5	578.1	589.5	431.5	409.5	597.2	625.7	479.4
ENSMUSG00000033790	Tubgcp5	7	55443902	55481425	8934	40.88	1	protein_coding	tubulin, gamma complex associated protein 5 [Source:MGI Symbol;Acc:MGI:2178836]	568.3	-0.33	0.18	-1.85416200246398	0.06371599	0.3133028	1.614	695.6	604.5	626.2	450.1	420.9	612.5	642.1	494.5
ENSMUSG00000051786	Tubgcp6	15	88982560	89007315	11464	49.63	-1	protein_coding	tubulin, gamma complex associated protein 6 [Source:MGI Symbol;Acc:MGI:2146071]	268.7	-0.35	0.18	-1.98540119808605	0.04709985	0.2756528	1.614	281.2	337.1	297.6	205	251.1	240.3	305.3	232.1
ENSMUSG00000073838	Tufm	7	126086533	126089903	2125	53.13	1	protein_coding	Tu translation elongation factor, mitochondrial [Source:MGI Symbol;Acc:MGI:1923686]	1639.4	0.2	0.16	1.25138662206014	0.2107935	0.5205751	1.561	1599.3	1482.9	1451.9	2093	1710.7	1498.4	1511.4	1767.4
ENSMUSG00000005968	Tuft1	3	94520064	94566179	3117	45.45	-1	protein_coding	tuftelin 1 [Source:MGI Symbol;Acc:MGI:109572]	197	0.4	0.22	1.82414454120043	0.06813022	0.4328227	0.773	199.4	173.8	116.5	245.1	176.1	270.9	163.2	230.7
ENSMUSG00000056579	Tug1	11	3589785	3599673	9734	42.09	-1	protein_coding	taurine upregulated gene 1 [Source:MGI Symbol;Acc:MGI:2144114]	1090.2	-0.15	0.16	-0.917472421255529	0.3588951	0.6547437	1.51	1016.8	1237.1	1199.8	928.9	1160.6	997.7	1151.2	1029.1
ENSMUSG00000037446	Tulp1	17	28570489	28584196	6664	54.35	-1	protein_coding	tubby like protein 1 [Source:MGI Symbol;Acc:MGI:109571]	51.1	-0.35	0.27	-1.30057277236557	0.1934047	0.4750281	1.775	59.2	55.2	67	20.1	63.6	41.2	60.5	41.6
ENSMUSG00000023467	Tulp2	7	45131301	45173056	3150	49.46	1	protein_coding	tubby-like protein 2 [Source:MGI Symbol;Acc:MGI:1861600]	51.7	0.24	0.25	0.937718903328816	0.3483889	0.5540134	2.239	29.6	54.4	53.5	54.5	61.5	56.5	45.8	57.5
ENSMUSG00000001521	Tulp3	6	128298124	128332814	9342	46.91	-1	protein_coding	tubby-like protein 3 [Source:MGI Symbol;Acc:MGI:1329045]	380.4	-0.09	0.2	-0.438162419272644	0.6612685	0.841982	1.529	291.6	414.8	477.1	312.5	437.6	348.7	394.5	366.3
ENSMUSG00000034377	Tulp4	17	6156712	6301403	18054	44.35	1	protein_coding	tubby like protein 4 [Source:MGI Symbol;Acc:MGI:1916092]	559.3	-0.14	0.16	-0.839165808485432	0.4013763	0.6836214	1.529	528.4	621.3	615.9	467.3	556.4	566.6	588.6	530.1
ENSMUSG00000097929	Tunar	12	105300129	105350191	6157	49.65	1	protein_coding	Tcl1 upstream neural differentiation associated RNA [Source:MGI Symbol;Acc:MGI:1917202]	5.8	-0.37	0.26	-1.39294554331017	0.1636363	1	0.005	7	8.8	8.8	2.9	5.2	2.4	8.2	3.5
ENSMUSG00000054000	Tusc1	4	93222375	93223748	1374	62.66	-1	protein_coding	tumor suppressor candidate 1 [Source:MGI Symbol;Acc:MGI:2684283]	32.4	0.46	0.27	1.70024702175654	0.08908447	0.341878	1.775	25.2	23.2	25.5	44.4	51.1	24.7	24.7	40.1
ENSMUSG00000010054	Tusc2	9	107440454	107443311	1785	53.36	1	protein_coding	tumor suppressor 2, mitochondrial calcium regulator [Source:MGI Symbol;Acc:MGI:1931086]	493.4	0.13	0.16	0.799894252250684	0.4237721	0.7035861	1.51	477.1	458.8	469.9	594.9	505.3	454.7	468.6	518.3
ENSMUSG00000071645	Tut1	19	8931211	8943574	3608	46.36	1	protein_coding	terminal uridylyl transferase 1, U6 snRNA-specific [Source:MGI Symbol;Acc:MGI:1917294]	593.4	-0.02	0.16	-0.120796343187988	0.9038523	0.8300516	2.172	637.3	580.5	574.4	650.8	519.9	597.2	597.4	589.3
ENSMUSG00000034610	Tut4	4	108316623	108416618	8684	36.93	1	protein_coding	terminal uridylyl transferase 4 [Source:MGI Symbol;Acc:MGI:2445126]	1116.7	-0.1	0.18	-0.578781621857587	0.5627365	0.7855182	1.542	982.9	1327.6	1174.3	1290.2	924.1	1001.3	1161.6	1071.9
ENSMUSG00000035248	Tut7	13	59919375	59970961	14732	44.03	-1	protein_coding	terminal uridylyl transferase 7 [Source:MGI Symbol;Acc:MGI:2387179]	708.7	-0.34	0.2	-1.67031692082825	0.09485668	0.5641337	0.583	760	811.9	846.4	451.6	548	834	806.1	611.2
ENSMUSG00000050908	Tvp23a	16	10238421	10265226	3971	47.97	-1	protein_coding	trans-golgi network vesicle protein 23A [Source:MGI Symbol;Acc:MGI:3665441]	186	-0.33	0.21	-1.56859225356795	0.116743	0.4289963	1.355	226.4	203.4	204.2	114.7	198	169.6	211.3	160.8
ENSMUSG00000014177	Tvp23b	11	62770281	62807606	2235	45.05	1	protein_coding	trans-golgi network vesicle protein 23B [Source:MGI Symbol;Acc:MGI:1914760]	1049.5	0.02	0.14	0.158122224443602	0.8743605	0.8982176	1.731	1102.2	1009.7	1009.2	1141.1	1043.9	990.7	1040.3	1058.6
ENSMUSG00000086677	Tvp23bos	11	62809905	62812418	1011	47.89	-1	lncRNA	trans-golgi network vesicle protein 23B, opposite strand [Source:MGI Symbol;Acc:MGI:3649886]	4	-0.02	0.24	-0.101037156544637	0.919521	1	0	6.1	4	2.4	2.9	7.3	1.2	4.2	3.8
ENSMUSG00000022451	Twf1	15	94475832	94487770	3054	43.36	-1	protein_coding	twinfilin actin binding protein 1 [Source:MGI Symbol;Acc:MGI:1100520]	764.6	0.28	0.15	1.78201967410705	0.07474602	0.3403024	1.51	643.4	741.4	670.9	884.5	895	752.7	685.2	844.1
ENSMUSG00000023277	Twf2	9	106080307	106092588	2319	52.18	1	protein_coding	twinfilin actin binding protein 2 [Source:MGI Symbol;Acc:MGI:1346078]	1105.2	0.28	0.16	1.80036256039058	0.07180341	0.3362927	1.51	1036.9	962.4	962.9	1039.3	1365.9	1264	987.4	1223.1
ENSMUSG00000035799	Twist1	12	34007670	34009828	1628	58.68	1	protein_coding	twist basic helix-loop-helix transcription factor 1 [Source:MGI Symbol;Acc:MGI:98872]	30	-0.01	0.28	-0.0515228172343275	0.9589089	0.9873161	1.529	21.8	29.6	39.9	18.6	49	21.2	30.4	29.6
ENSMUSG00000007805	Twist2	1	91729183	91775750	3174	49.12	1	protein_coding	twist basic helix-loop-helix transcription factor 2 [Source:MGI Symbol;Acc:MGI:104685]	202.7	-0.18	0.19	-0.939166869005016	0.3476451	0.8553519	0.773	216.8	227.4	209	147.7	219.8	195.5	217.7	187.7
ENSMUSG00000025209	Twnk	19	44994102	45001201	4013	52.38	1	protein_coding	twinkle mtDNA helicase [Source:MGI Symbol;Acc:MGI:2137410]	324.8	-0.05	0.17	-0.323573219360589	0.7462612	0.8854822	1.529	341.3	301.9	351	318.2	296.9	339.3	331.4	318.1
ENSMUSG00000024098	Twsg1	17	66228967	66258221	5153	45.13	-1	protein_coding	twisted gastrulation BMP signaling modulator 1 [Source:MGI Symbol;Acc:MGI:2137520]	1647.7	-0.14	0.17	-0.792642831409424	0.4279859	0.6995117	1.542	1784.7	1639	1781.4	1330.3	1410.7	1940.1	1735	1560.4
ENSMUSG00000054892	Txk	5	72853321	72910120	10955	43.62	-1	protein_coding	TXK tyrosine kinase [Source:MGI Symbol;Acc:MGI:102960]	3.1	0.21	0.22	0.936340886790383	0.3490977	1	0	4.4	0.8	0.8	2.9	5.2	4.7	2	4.3
ENSMUSG00000053841	Txlna	4	129519871	129534858	5348	49.73	-1	protein_coding	taxilin alpha [Source:MGI Symbol;Acc:MGI:105968]	2251.8	-0.11	0.15	-0.761283616178976	0.4464877	0.8337222	1.058	2393.2	2308.4	2342.2	1902.3	2119.1	2445.5	2348	2155.6
ENSMUSG00000039891	Txlnb	10	17671974	17721413	5504	40.97	1	protein_coding	taxilin beta [Source:MGI Symbol;Acc:MGI:2671945]	20.7	-0.75	0.28	-2.65367018647364	0.007962161	0.1245397	1.601	36.6	29.6	25.5	4.3	18.8	9.4	30.6	10.8
ENSMUSG00000101567	Txn-ps1	1	44503083	44503391	309	47.57	-1	processed_pseudogene	thioredoxin, pseudogene 1 [Source:MGI Symbol;Acc:MGI:98875]	3.5	-0.02	0.23	-0.0677455754183737	0.9459882	1	0	1.7	4	4.8	5.7	1	3.5	3.5	3.4
ENSMUSG00000028367	Txn1	4	57943373	57956411	1051	46.2	-1	protein_coding	thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]	5593.8	0.39	0.19	2.07647927751378	0.03784965	0.2810021	1.243	4736	4707.3	4730.7	8563.9	5892.8	4932.2	4724.7	6462.9
ENSMUSG00000005354	Txn2	15	77799247	77813206	4208	50.39	-1	protein_coding	thioredoxin 2 [Source:MGI Symbol;Acc:MGI:1929468]	2690.6	0.22	0.15	1.53384397273022	0.125068	0.4611645	1.228	2445.5	2410.9	2539.3	3152.3	3054.7	2540.9	2465.2	2916
ENSMUSG00000022498	Txndc11	16	10892775	10952514	8835	43.25	-1	protein_coding	thioredoxin domain containing 11 [Source:MGI Symbol;Acc:MGI:1923620]	742.3	0.39	0.17	2.28759592306249	0.02216106	0.2277708	1.269	706.9	598.9	584.8	1016.4	782.4	764.5	630.2	854.4
ENSMUSG00000028567	Txndc12	4	108691798	108719324	2253	43.74	1	protein_coding	thioredoxin domain containing 12 (endoplasmic reticulum) [Source:MGI Symbol;Acc:MGI:1913323]	1790.2	0.34	0.14	2.44315178544642	0.01455961	0.2046569	1.058	1646.3	1602.2	1456.7	1968.2	2090	1977.8	1568.4	2012
ENSMUSG00000021497	Txndc15	13	55862463	55874040	4386	48.04	1	protein_coding	thioredoxin domain containing 15 [Source:MGI Symbol;Acc:MGI:1916922]	1111.5	0.16	0.14	1.17011118025257	0.2419562	0.5523787	1.561	1078.6	1034.5	1023.5	1195.6	1208.6	1128.5	1045.6	1177.5
ENSMUSG00000021830	Txndc16	14	45370922	45457785	11570	41.24	-1	protein_coding	thioredoxin domain containing 16 [Source:MGI Symbol;Acc:MGI:1917811]	289.2	-0.16	0.19	-0.837062980283314	0.4025572	0.5978271	2.144	303	323.5	294.4	268.1	218.8	327.5	306.9	271.4
ENSMUSG00000020803	Txndc17	11	72098373	72100841	1324	40.95	1	protein_coding	thioredoxin domain containing 17 [Source:MGI Symbol;Acc:MGI:1289248]	1715.4	0.33	0.16	2.11583127858755	0.03435916	0.2501159	1.542	1558.3	1492.5	1450.3	2189	1974.3	1628	1500.4	1930.4
ENSMUSG00000038991	Txndc5	13	38684055	38712800	4492	48.8	-1	protein_coding	thioredoxin domain containing 5 [Source:MGI Symbol;Acc:MGI:2145316]	5478	0.27	0.15	1.8256336816665	0.06790546	0.366786	1.153	5119	5101.2	4548	6201.4	6613.7	5284.4	4922.8	6033.2
ENSMUSG00000058407	Txndc9	1	38024270	38036974	9102	43.92	-1	protein_coding	thioredoxin domain containing 9 [Source:MGI Symbol;Acc:MGI:2138153]	1457.2	0.03	0.15	0.207081088000163	0.8359465	0.9271784	1.529	1586.2	1442	1293.2	1519.5	1399.2	1503.1	1440.5	1474
ENSMUSG00000038393	Txnip	3	96465273	96469199	3123	46.65	1	protein_coding	thioredoxin interacting protein [Source:MGI Symbol;Acc:MGI:1889549]	3924.4	0.24	0.18	1.34331430831878	0.1791702	0.4849736	1.573	4114.4	3411	3152	3682.7	3910.1	5276.1	3559.1	4289.7
ENSMUSG00000024583	Txnl1	18	63794165	63841872	6466	39.46	-1	protein_coding	thioredoxin-like 1 [Source:MGI Symbol;Acc:MGI:1860078]	3069.6	0.2	0.16	1.22420342141216	0.2208755	0.5283202	1.573	2973.9	2758.4	2773	4001	3009.9	2901.3	2835.1	3304.1
ENSMUSG00000057130	Txnl4a	18	80250010	80269070	4507	48.13	1	protein_coding	thioredoxin-like 4A [Source:MGI Symbol;Acc:MGI:1351613]	797.6	0.34	0.18	1.83881988184253	0.06594168	0.3249813	1.51	667.7	689.4	716.4	1144	861.6	706.8	691.2	904.1
ENSMUSG00000031723	Txnl4b	8	110292524	110300683	1892	46.81	1	protein_coding	thioredoxin-like 4B [Source:MGI Symbol;Acc:MGI:2443724]	105.2	0.09	0.21	0.427192850769614	0.6692389	0.8898338	1.355	105.3	93.7	104.5	123.3	114.6	89.5	101.2	109.1
ENSMUSG00000020250	Txnrd1	10	82669785	82733546	7086	46.4	1	protein_coding	thioredoxin reductase 1 [Source:MGI Symbol;Acc:MGI:1354175]	1510.5	0.18	0.16	1.08507633077581	0.2778878	0.5878696	1.542	1468.7	1399.6	1360.2	1913.8	1402.3	1518.4	1409.5	1611.5
ENSMUSG00000075704	Txnrd2	16	18245134	18297823	4401	49.71	1	protein_coding	thioredoxin reductase 2 [Source:MGI Symbol;Acc:MGI:1347023]	348.9	0.32	0.21	1.56202173403347	0.1182829	0.400575	1.614	279.5	288.2	340.6	524.7	362.6	298	302.8	395.1
ENSMUSG00000000811	Txnrd3	6	89620970	89652511	2836	47.25	1	protein_coding	thioredoxin reductase 3 [Source:MGI Symbol;Acc:MGI:2386711]	165.7	-0.01	0.23	-0.0278396319385826	0.9777901	0.9738782	1.601	160.2	179.4	158	245.1	137.5	114.3	165.8	165.6
ENSMUSG00000032175	Tyk2	9	21015364	21042539	6865	50.63	-1	protein_coding	tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:1929470]	484.5	-0.07	0.19	-0.340960911884131	0.733133	0.8793825	1.529	536.3	460.4	496.2	341.2	524.1	548.9	497.6	471.4
ENSMUSG00000022615	Tymp	15	89256134	89261242	2037	55.8	-1	protein_coding	thymidine phosphorylase [Source:MGI Symbol;Acc:MGI:1920212]	54.8	0.39	0.24	1.62222158106685	0.1047559	0.3961258	1.466	37.4	52.8	45.5	67.4	66.7	58.9	45.3	64.3
ENSMUSG00000025747	Tyms	5	30263200	30278615	6089	42.82	-1	protein_coding	thymidylate synthase [Source:MGI Symbol;Acc:MGI:98878]	2191	0.25	0.19	1.34541576322428	0.178491	0.5364623	1.228	1998	2037	1879.5	3193.9	2032.7	2004.9	1971.5	2410.5
ENSMUSG00000112222	Tyms-ps	10	87802709	87803623	915	48.74	1	processed_pseudogene	thymidylate synthase, pseudogene [Source:MGI Symbol;Acc:MGI:98879]	6.8	0.19	0.26	0.74145247345565	0.4584191	1	0.031	7.8	4.8	3.2	14.3	8.3	2.4	5.3	8.3
ENSMUSG00000027298	Tyro3	2	119628214	119648585	6198	52.76	1	protein_coding	TYRO3 protein tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:104294]	320.3	-0.16	0.16	-0.987682456115183	0.3233082	0.6294773	1.51	352.6	341.1	327.1	276.7	324	300.4	340.3	300.4
ENSMUSG00000030579	Tyrobp	7	30113185	30117010	667	48.51	1	protein_coding	TYRO protein tyrosine kinase binding protein [Source:MGI Symbol;Acc:MGI:1277211]	1228.5	0.5	0.25	2.00525092414613	0.04493623	0.2785126	1.51	1143.9	704.6	974.9	682.4	1848.3	2016.7	941.1	1515.8
ENSMUSG00000020087	Tysnd1	10	61531293	61538552	2286	54.19	1	protein_coding	trypsin domain containing 1 [Source:MGI Symbol;Acc:MGI:1919017]	892.6	0.22	0.16	1.37660027895973	0.1686359	0.4726205	1.561	775.7	874.4	808.9	1095.2	936.6	864.6	819.7	965.5
ENSMUSG00000056310	Tyw1	5	130284460	130370404	7388	47.02	1	protein_coding	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2141161]	635.3	0.03	0.16	0.177114779798972	0.8594182	0.8119456	2.172	619.9	679	586.4	703.9	595.9	626.7	628.4	642.2
ENSMUSG00000047583	Tyw3	3	154282068	154302741	4499	47.02	-1	protein_coding	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2445040]	132.4	-0.05	0.2	-0.239499885017518	0.810718	0.9164648	1.529	136.7	126.5	141.2	134.8	111.5	143.7	134.8	130
ENSMUSG00000048495	Tyw5	1	57427396	57446260	2808	39.37	-1	protein_coding	tRNA-yW synthesizing protein 5 [Source:MGI Symbol;Acc:MGI:1915986]	260.1	0.1	0.19	0.503313097381295	0.6147442	0.8831003	1.269	288.2	224.2	237.7	311.1	227.1	272.1	250	270.1
ENSMUSG00000119476	U1	11	87313693	87313856	164	55.49	1	snRNA	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	16.4	0.2	0.28	0.703657991365401	0.4816458	0.7990087	1.265	9.6	17.6	13.6	40.1	8.3	9.4	13.6	19.3
ENSMUSG00000119776	U2	11	101518192	101518382	191	45.55	1	snRNA	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	70.8	-0.63	0.23	-2.69434048876227	0.007052808	0.1124386	1.775	86.2	76.1	107.7	55.9	55.2	43.6	90	51.6
ENSMUSG00000061613	U2af1	17	31866055	31877866	2598	48.46	-1	protein_coding	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1 [Source:MGI Symbol;Acc:MGI:98884]	2140.7	0.34	0.16	2.11184007909421	0.03470017	0.2709976	1.243	1990.1	1744.7	1859.6	2818.3	2374.4	2056.7	1864.8	2416.5
ENSMUSG00000078765	U2af1l4	7	30262726	30264790	1656	53.56	1	protein_coding	U2 small nuclear RNA auxiliary factor 1-like 4 [Source:MGI Symbol;Acc:MGI:2678374]	9.6	0.16	0.28	0.559561322654755	0.5757787	1	0.03	8.7	8.8	7.2	15.8	6.3	10.6	8.2	10.9
ENSMUSG00000030435	U2af2	7	5065142	5082937	4113	48.02	1	protein_coding	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2 [Source:MGI Symbol;Acc:MGI:98886]	1164.7	0.06	0.18	0.343334824927605	0.7313466	0.8787682	1.529	895.8	1286.7	1225.4	1363.3	1190.8	1026	1136	1193.4
ENSMUSG00000032407	U2surp	9	95338951	95394049	14642	37.66	-1	protein_coding	U2 snRNP-associated SURP domain containing [Source:MGI Symbol;Acc:MGI:1915208]	1782.8	-0.12	0.18	-0.683895257478178	0.4940413	0.8179197	1.228	2053.7	1685.5	1866	1952.5	1289.8	1849.4	1868.4	1697.2
ENSMUSG00000119520	U4	5	115627518	115627658	141	46.81	1	snRNA	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	14.5	0.15	0.28	0.52413585053791	0.6001841	0.8236779	1.466	5.2	20.8	12	24.4	11.5	13	12.7	16.3
ENSMUSG00000119286	U5	9	65109008	65109123	116	38.79	-1	snRNA	U5 spliceosomal RNA [Source:RFAM;Acc:RF00020]	23.3	0.31	0.28	1.10805029609292	0.2678401	0.5458003	1.775	13.9	21.6	16.8	63.1	11.5	13	17.4	29.2
ENSMUSG00000119629	U6	6	106978413	106978519	107	45.79	1	snRNA	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	51.6	0.57	0.24	2.36979880621507	0.01779777	0.1766291	1.775	13.9	6.4	18.3	195	13.5	62.4	12.9	90.3
ENSMUSG00000029409	U90926	5	92357752	92363267	800	43.29	-1	lncRNA	cDNA sequence U90926 [Source:MGI Symbol;Acc:MGI:1930915]	3.3	-0.21	0.21	-1.02249668321411	0.3065459	1	0	2.6	5.6	6.4	0	5.2	0	4.9	1.7
ENSMUSG00000034485	Uaca	9	60701824	60787652	5807	45.32	1	protein_coding	uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:MGI Symbol;Acc:MGI:1919815]	461.2	-0.11	0.18	-0.599071145225739	0.5491254	0.7843906	1.51	484	494.8	462.7	391.4	387.6	546.6	480.5	441.8
ENSMUSG00000026670	Uap1	1	169969507	170002526	4011	42.24	-1	protein_coding	UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:MGI Symbol;Acc:MGI:1334459]	699.1	0.11	0.15	0.73322193820522	0.4634231	0.7308463	1.51	701.7	663.8	647	688.1	789.7	704.4	670.8	727.4
ENSMUSG00000026956	Uap1l1	2	25249901	25255694	4071	54.66	-1	protein_coding	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1 [Source:MGI Symbol;Acc:MGI:2443318]	426.7	0.33	0.23	1.3991374022696	0.1617718	0.4678058	1.529	407.4	293.9	394.9	268.1	594.9	600.8	365.4	487.9
