"seqnames" "start" "end" "width" "strand" "Conc" "Conc_KO" "Conc_WT" "Fold" "p.value" "FDR" "annotation" "geneChr" "geneStart" "geneEnd" "geneLength" "geneStrand" "geneId" "transcriptId" "distanceToTSS" "ENSEMBL" "SYMBOL" "GENENAME" "Simplified_Annotation"
"1662" "chr4" 45763803 45764203 401 "*" 5.6029013358031 5.10200907257058 5.86058015358118 -0.462060244551433 0.000914281281145973 0.0443420998572398 "Promoter (<=1kb)" 4 45762377 45764223 1847 2 "100040567" "ENSMUST00000147231.2" 20 "ENSMUSG00000085876" "Gm12409" "predicted gene 12409" "Promoter"
"1663" "chr11" 30154371 30154771 401 "*" 6.20806342038053 5.62536509984897 6.49674581751292 -0.480999381996882 0.000916389177247164 0.0443566986112039 "Intron (ENSMUST00000006629.14/20742, intron 2 of 35)" 11 30056785 30148257 91473 2 "20742" "ENSMUST00000102838.10" -6114 "ENSMUSG00000020315" "Sptbn1" "spectrin beta, non-erythrocytic 1" "Intron"
"1664" "chr3" 104196579 104196979 401 "*" 5.92926407751776 5.30990555229907 6.23107777424413 -0.483694850561024 0.000916390744587058 0.0443566986112039 "Distal Intergenic" 3 103920575 104127690 207116 2 "99470" "ENSMUST00000064371.14" -68889 "ENSMUSG00000052539" "Magi3" "membrane associated guanylate kinase, WW and PDZ domain containing 3" "Intergenic"
"1665" "chr14" 55316139 55316539 401 "*" 6.24210816968231 5.8571299462648 6.45142381393249 -0.428257877528562 0.000917810833736605 0.0443566986112039 "Exon (ENSMUST00000185430.2/ENSMUST00000185430.2, exon 1 of 1)" 14 55303664 55309691 6028 2 "239102" "ENSMUST00000176665.2" -6448 "ENSMUSG00000040721" "Zfhx2" "zinc finger homeobox 2" "Exon"
"1666" "chr11" 48690917 48691317 401 "*" 7.75642628427122 7.39585603633309 7.95483103335346 -0.413045423508483 0.000917995185126539 0.0443566986112039 "Promoter (<=1kb)" 11 48691159 48695801 4643 1 "14694" "ENSMUST00000142269.2" 0 "ENSMUSG00000020372" "Rack1" "receptor for activated C kinase 1" "Promoter"
"1667" "chr12" 45093948 45094348 401 "*" 4.66268021888279 3.97585645850541 4.98751384035738 -0.485773985847556 0.000918074713586508 0.0443566986112039 "Intron (ENSMUST00000053768.14/217517, intron 1 of 5)" 12 44899271 45120895 221625 2 "217517" "ENSMUST00000120531.8" 26547 "ENSMUSG00000046314" "Stxbp6" "syntaxin binding protein 6 (amisyn)" "Intron"
"1668" "chr2" 92761416 92761816 401 "*" 5.31082127438637 4.63226653364237 5.63291027858118 -0.485791394821411 0.000918207383658634 0.0443566986112039 "Intron (ENSMUST00000028648.3/80976, intron 1 of 5)" 2 92745443 92786403 40961 1 "80976" "ENSMUST00000028648.3" 15973 "ENSMUSG00000027220" "Syt13" "synaptotagmin XIII" "Intron"
"1669" "chr2" 71818923 71819323 401 "*" 4.0244911498902 3.09043581656265 4.42256049453608 -0.472583317189164 0.00091844281627878 0.0443566986112039 "Intron (ENSMUST00000090826.12/56508, intron 1 of 30)" 2 71811631 72086720 275090 1 "56508" "ENSMUST00000102698.10" 7292 "ENSMUSG00000049044" "Rapgef4" "Rap guanine nucleotide exchange factor (GEF) 4" "Intron"
"1670" "chr8" 116780261 116780661 401 "*" 5.24732624724322 4.65328684450728 5.54011944805346 -0.481611232819717 0.000918921945057837 0.0443566986112039 "Distal Intergenic" 8 116557274 116568699 11426 1 "102632989" "ENSMUST00000241934.1" 222987 "ENSMUSG00000120146" "Gm30925" "predicted gene, 30925" "Intergenic"
"1671" "chr8" 23746919 23747319 401 "*" 8.08730744678144 7.74347865486458 8.27807198293259 -0.402397012825049 0.000920507836958591 0.0443880655576129 "Promoter (<=1kb)" 8 23731362 23747090 15729 2 "57437" "ENSMUST00000051094.9" 0 "ENSMUSG00000015341" "Golga7" "golgin A7" "Promoter"
"1672" "chr12" 95619243 95619643 401 "*" 5.20298294822426 4.53463692722659 5.52165445657855 -0.485597472699487 0.000921357436823646 0.0443880655576129 "Distal Intergenic" 12 95586592 95586698 107 1 "115488093" "ENSMUST00000240474.1" 32651 "ENSMUSG00000118868" "Gm22246" "predicted gene, 22246" "Intergenic"
"1673" "chr10" 93595455 93595855 401 "*" 6.10723144960529 5.48792547619737 6.40902664484399 -0.483085107027665 0.000921915809339362 0.0443880655576129 "Distal Intergenic" 10 93643160 93643266 107 1 "115487554" "ENSMUST00000239902.1" -47305 "ENSMUSG00000118842" "Gm26239" "predicted gene, 26239" "Intergenic"
"1674" "chr7" 4094171 4094571 401 "*" 4.47297016368734 3.68723219125643 4.82907251880109 -0.482009855503759 0.000922224190493895 0.0443880655576129 "Intron (ENSMUST00000154825.8/77323, intron 6 of 8)" 7 4104889 4105059 171 1 "115486637" "ENSMUST00000097237.4" -10318 "ENSMUSG00000075719" "Gm23741" "predicted gene, 23741" "Intron"
"1675" "chr13" 53440060 53440460 401 "*" 6.89243444974301 6.51759772055311 7.09724903141687 -0.41870150036382 0.000922746119937678 0.0443880655576129 "Promoter (<=1kb)" 13 53263353 53440160 176808 2 "26564" "ENSMUST00000021918.10" 0 "ENSMUSG00000021464" "Ror2" "receptor tyrosine kinase-like orphan receptor 2" "Promoter"
"1676" "chr3" 34801719 34802119 401 "*" 4.07029997770976 3.23466878818012 4.44114287518282 -0.476354351542533 0.000922913185860222 0.0443880655576129 "Distal Intergenic" 3 34826224 34836495 10272 1 "102638436" "ENSMUST00000197492.2" -24105 "ENSMUSG00000106519" "Gm38509" "predicted gene, 38509" "Intergenic"
"1677" "chr11" 19870356 19870756 401 "*" 7.39323467338695 7.05748030538272 7.58026783317671 -0.398066877265302 0.000923371646245561 0.0443880655576129 "Distal Intergenic" 11 19874375 19974026 99652 1 "114716" "ENSMUST00000093299.13" -3619 "ENSMUSG00000045671" "Spred2" "sprouty-related EVH1 domain containing 2" "Intergenic"
"1678" "chr10" 123406556 123406956 401 "*" 5.06692645887824 4.41615052036862 5.3796399141063 -0.484677364852095 0.000925541582762254 0.0444236685017644 "Intron (ENSMUST00000218926.2/268354, intron 1 of 5)" 10 123100890 123576852 475963 1 "268354" "ENSMUST00000219723.2" 305666 "ENSMUSG00000044071" "Tafa2" "TAFA chemokine like family member 2" "Intron"
"1679" "chr14" 56005195 56005595 401 "*" 6.80135322837398 6.4563946802422 6.99263742130783 -0.405689831133216 0.000925665266166392 0.0444236685017644 "Promoter (1-2kb)" 14 56003419 56005951 2533 1 "16995" "ENSMUST00000057569.4" 1776 "ENSMUSG00000046908" "Ltb4r1" "leukotriene B4 receptor 1" "Promoter"
"1680" "chr5" 35137428 35137828 401 "*" 4.55684452764449 3.87597224093152 4.87970487642092 -0.485395460586059 0.000925742095230604 0.0444236685017644 "Intron (ENSMUST00000030984.14/71729, intron 3 of 16)" 5 35132336 35176849 44514 1 "71729" "ENSMUST00000153972.8" 5092 "ENSMUSG00000029101" "Rgs12" "regulator of G-protein signaling 12" "Intron"
"1681" "chr11" 48713620 48714020 401 "*" 4.32044100912741 3.48358533598814 4.69163744722407 -0.476606388287884 0.000926580870560907 0.0444260786946194 "Promoter (2-3kb)" 11 48716967 48742014 25048 1 "94089" "ENSMUST00000109213.9" -2947 "ENSMUSG00000040350" "Trim7" "tripartite motif-containing 7" "Promoter"
"1682" "chr14" 55124805 55125205 401 "*" 4.22386221962969 3.40243169832308 4.5905766098342 -0.477279558609112 0.000927100131479433 0.0444260786946194 "3' UTR" 14 55120964 55122189 1226 1 "12050" "ENSMUST00000227108.2" 3841 "ENSMUSG00000089682" "Bcl2l2" "BCL2-like 2" "3' UTR"
"1683" "chr7" 78955487 78955887 401 "*" 4.12502209436145 3.30333912175501 4.4918103378788 -0.478615961995239 0.000927795447633818 0.0444260786946194 "Intron (ENSMUST00000037315.13/54608, intron 3 of 10)" 7 78923002 78995119 72118 1 "54608" "ENSMUST00000135333.3" 32485 "ENSMUSG00000039202" "Abhd2" "abhydrolase domain containing 2" "Intron"
"1684" "chr13" 21690279 21690679 401 "*" 7.57252622407249 7.23919112540507 7.75843542197712 -0.393480239653662 0.000928017927386739 0.0444260786946194 "Promoter (<=1kb)" 13 21688483 21690703 2221 2 "100038371" "ENSMUST00000224437.2" 24 NA "Zfp389" "zinc finger protein 389" "Promoter"
"1685" "chr8" 123533819 123534219 401 "*" 4.49044348347198 3.72587569466307 4.84008829869416 -0.484407622228397 0.000929024233701784 0.0444260786946194 "Intron (ENSMUST00000015160.6/257633, intron 7 of 9)" 8 123502317 123544619 42303 1 "257633" "ENSMUST00000212790.2" 31502 "ENSMUSG00000015016" "Acsf3" "acyl-CoA synthetase family member 3" "Intron"
"1686" "chr8" 85679428 85679828 401 "*" 5.16144680725748 4.6255643894133 5.43268387810071 -0.471681568927062 0.000929052153207768 0.0444260786946194 "Promoter (1-2kb)" 8 85677810 85683140 5331 1 "234542" "ENSMUST00000152378.3" 1618 "ENSMUSG00000048617" "Rtbdn" "retbindin" "Promoter"
"1687" "chr5" 14579705 14580105 401 "*" 4.67720462373121 3.84784493659455 5.04623069589175 -0.47662699499333 0.00092982655594687 0.044437123015649 "Intron (ENSMUST00000182407.8/26875, intron 2 of 19)" 5 14565007 14910198 345192 1 "26875" "ENSMUST00000182426.3" 14698 "ENSMUSG00000061601" "Pclo" "piccolo (presynaptic cytomatrix protein)" "Intron"
"1688" "chr3" 106454895 106455295 401 "*" 8.04026046622561 7.7257513846049 8.21732816603117 -0.38293777615098 0.000931302513708237 0.0444804164363114 "Promoter (<=1kb)" 3 106455114 106483206 28093 1 "67171" "ENSMUST00000067630.13" 0 "ENSMUSG00000027900" "Dram2" "DNA-damage regulated autophagy modulator 2" "Promoter"
"1689" "chr11" 88504786 88505186 401 "*" 4.93874106082733 4.3077713816553 5.24462036174676 -0.483326339867029 0.000932757182292425 0.0444804164363114 "Intron (ENSMUST00000107909.8/76626, intron 5 of 13)" 11 88256341 88480973 224633 2 "76626" "ENSMUST00000148013.8" -23813 "ENSMUSG00000069769" "Msi2" "musashi RNA-binding protein 2" "Intron"
"1690" "chr3" 68479566 68479966 401 "*" 6.64481789122749 6.26503000303805 6.85183563535091 -0.42300592488399 0.000932809096566885 0.0444804164363114 "Promoter (<=1kb)" 3 68479578 68533797 54220 1 "30953" "ENSMUST00000170788.9" 0 "ENSMUSG00000027777" "Schip1" "schwannomin interacting protein 1" "Promoter"
"1691" "chr9" 69977223 69977623 401 "*" 4.6885765086697 3.92106468304835 5.03912676712108 -0.481074744170865 0.000932908330540223 0.0444804164363114 "Exon (ENSMUST00000217561.2/ENSMUST00000217561.2, exon 1 of 1)" 9 69938778 69945370 6593 2 "72077" "ENSMUST00000034751.6" -31853 "ENSMUSG00000032226" "Gcnt3" "glucosaminyl (N-acetyl) transferase 3, mucin type" "Exon"
"1692" "chr5" 43245188 43245588 401 "*" 4.22301515356838 3.37663354810171 4.59694882137419 -0.477476653938732 0.000933909738445176 0.0445022140516678 "Distal Intergenic" 5 43183891 43195579 11689 2 "108169042" "ENSMUST00000200967.2" -49609 NA "Gm43700" "predicted gene 43700" "Intergenic"
"1693" "chr5" 4807909 4808309 401 "*" 8.34518086355412 7.97775287573553 8.54667821552975 -0.415521283663177 0.00093488892231437 0.0445229278844764 "Promoter (<=1kb)" 5 4803839 4808035 4197 2 "14362" "ENSMUST00000054294.7" 0 "ENSMUSG00000044674" "Fzd1" "frizzled class receptor 1" "Promoter"
"1694" "chr2" 147046989 147047389 401 "*" 4.89976623292565 4.25466623522485 5.21053408261052 -0.484388176124947 0.000936489605045861 0.0445569776501055 "Intron (ENSMUST00000136998.3/100313531, intron 1 of 5)" 2 147028225 147036163 7939 2 "18088" "ENSMUST00000109969.3" -10826 "ENSMUSG00000027434" "Nkx2-2" "NK2 homeobox 2" "Intron"
"1695" "chr2" 158610772 158611172 401 "*" 6.11454236683737 5.59949578402719 6.37776083460757 -0.468534261899049 0.000936693708946207 0.0445569776501055 "Promoter (<=1kb)" 2 158610013 158628557 18545 1 "71878" "ENSMUST00000029183.3" 759 "ENSMUSG00000027654" "Fam83d" "family with sequence similarity 83, member D" "Promoter"
"1696" "chr9" 94293136 94293536 401 "*" 3.96281569000769 3.02911488873039 4.36079114402372 -0.457389742188359 0.00093790971818356 0.0445888823580638 "Distal Intergenic" 9 94166549 94166705 157 1 "115487289" "ENSMUST00000082955.3" 126587 "ENSMUSG00000064889" "Gm24200" "predicted gene, 24200" "Intergenic"
"1697" "chr4" 49837897 49838297 401 "*" 4.41416382663082 3.73486976091043 4.73649907842063 -0.48461374814598 0.000940938679931667 0.0446564449520475 "Intron (ENSMUST00000076674.4/242443, intron 1 of 8)" 4 49661611 49845549 183939 2 "242443" "ENSMUST00000076674.4" 7252 "ENSMUSG00000039579" "Grin3a" "glutamate receptor ionotropic, NMDA3A" "Intron"
"1698" "chr8" 12123710 12124110 401 "*" 5.21587969024208 4.64924388963627 5.49866390710368 -0.475138970202101 0.000941518772392206 0.0446564449520475 "Distal Intergenic" 8 12332211 12332612 402 1 "619290" "ENSMUST00000189500.2" -208101 NA "A230072I06Rik" "RIKEN cDNA A230072I06 gene" "Intergenic"
"1699" "chr9" 106490438 106490838 401 "*" 4.23232140706142 3.35009405504775 4.61634970564179 -0.468228018173055 0.000941620159261504 0.0446564449520475 "Distal Intergenic" 9 106503180 106504874 1695 1 "100041096" "ENSMUST00000238329.2" -12342 "ENSMUSG00000091129" "Iqcf6" "IQ motif containing F6" "Intergenic"
"1700" "chr5" 119470649 119471049 401 "*" 4.24565089401366 3.50965974509822 4.58637995550597 -0.481815887981447 0.000942524659893297 0.0446564449520475 "Distal Intergenic" 5 119332549 119338083 5535 2 "665194" "ENSMUST00000200918.2" -132566 "ENSMUSG00000107334" "Gm7538" "predicted gene 7538" "Intergenic"
"1701" "chr14" 93950839 93951239 401 "*" 5.02547152932471 4.35485159064105 5.34490705707256 -0.484302703840355 0.000942607606545604 0.0446564449520475 "Intron (ENSMUST00000195826.6/211712, intron 2 of 4)" 14 93411165 94123184 712020 2 "211712" "ENSMUST00000194129.2" 171945 "ENSMUSG00000055421" "Pcdh9" "protocadherin 9" "Intron"
"1702" "chr5" 16055117 16055517 401 "*" 5.26795691683547 4.60685047984418 5.58418522936437 -0.484462195869874 0.000943234988654356 0.0446602924274851 "Distal Intergenic" 5 16068926 16088764 19839 2 "75058" "ENSMUST00000198907.5" 33247 "ENSMUSG00000105185" "4930519H02Rik" "RIKEN cDNA 4930519H02 gene" "Intergenic"
"1703" "chr11" 78893406 78893806 401 "*" 5.0960778998155 4.46357454954725 5.40249091667612 -0.48322400439426 0.000946084733944123 0.0447549239934069 "Distal Intergenic" 11 78907862 78911236 3375 2 "16706" "ENSMUST00000209031.2" 17430 "ENSMUSG00000018334" "Ksr1" "kinase suppressor of ras 1" "Intergenic"
"1704" "chr2" 32232489 32232889 401 "*" 4.3768314744963 3.65177028418001 4.71408860717982 -0.483529951045675 0.000946689404292985 0.0447549239934069 "Intron (ENSMUST00000113352.9/13429, intron 1 of 21)" 2 32242339 32268309 25971 1 "68379" "ENSMUST00000113334.8" -9450 "ENSMUSG00000039205" "Ciz1" "CDKN1A interacting zinc finger protein 1" "Intron"
"1705" "chr2" 70167906 70168306 401 "*" 6.4326964282934 6.00039306041341 6.66242571735195 -0.44731891103719 0.000947313747728977 0.0447549239934069 "Intron (ENSMUST00000060208.11/329421, intron 30 of 34)" 2 70305267 70308073 2807 1 "64406" "ENSMUST00000100043.3" -136961 "ENSMUSG00000075304" "Sp5" "trans-acting transcription factor 5" "Intron"
"1706" "chr2" 28592433 28592833 401 "*" 4.69717270176712 4.06621104190349 5.00304920996499 -0.482957904235437 0.000947422935460284 0.0447549239934069 "Promoter (2-3kb)" 2 28590219 28624456 34238 1 "68870" "ENSMUST00000123794.2" 2214 "ENSMUSG00000026807" "Ak8" "adenylate kinase 8" "Promoter"
"1707" "chr4" 149212701 149213101 401 "*" 5.11891289349613 4.51228371888604 5.41621831654208 -0.481987877592103 0.00094816993162606 0.0447643506403366 "Promoter (1-2kb)" 4 149209491 149211220 1730 2 "12854" "ENSMUST00000030815.3" -1481 "ENSMUSG00000028971" "Cort" "cortistatin" "Promoter"
"1708" "chr15" 85214232 85214632 401 "*" 4.1541751344849 3.22410399385903 4.55118766535472 -0.46342676487852 0.000950176225494045 0.044809982012186 "Distal Intergenic" 15 85220446 85347413 126968 1 "54138" "ENSMUST00000163242.3" -5814 "ENSMUSG00000016541" "Atxn10" "ataxin 10" "Intergenic"
"1709" "chr9" 75144158 75144558 401 "*" 5.90678204318657 5.33946407679141 6.1898185832119 -0.477160706929863 0.000950232466786481 0.044809982012186 "Intron (ENSMUST00000036555.8/208943, intron 1 of 40)" 9 75139358 75194880 55523 1 "208943" "ENSMUST00000216788.2" 4800 "ENSMUSG00000033590" "Myo5c" "myosin VC" "Intron"
"1710" "chr8" 112079257 112079657 401 "*" 5.46072304817947 4.8657190946399 5.75386384368727 -0.480499218280842 0.000951685666743687 0.044844822034362 "Intron (ENSMUST00000159336.8/338521, intron 3 of 6)" 8 112072397 112074689 2293 2 "338521" "ENSMUST00000162216.2" -4568 "ENSMUSG00000033579" "Fa2h" "fatty acid 2-hydroxylase" "Intron"
"1711" "chr7" 117028135 117028535 401 "*" 4.95910624717474 4.31821104257387 5.26842612727654 -0.483468467423418 0.000952159550260012 0.044844822034362 "Intron (ENSMUST00000160035.8/233781, intron 1 of 6)" 7 117074727 117148594 73868 1 "233781" "ENSMUST00000161889.2" -46192 "ENSMUSG00000030657" "Xylt1" "xylosyltransferase 1" "Intron"
"1712" "chr1" 78289501 78289901 401 "*" 3.92224245380324 3.02595156748272 4.31014443517051 -0.47119542671905 0.000952616557095349 0.044844822034362 "Promoter (2-3kb)" 1 78286982 78396926 109945 1 "433323" "ENSMUST00000036172.10" 2519 "ENSMUSG00000032908" "Sgpp2" "sphingosine-1-phosphate phosphatase 2" "Promoter"
"1713" "chr8" 117719319 117719719 401 "*" 5.42485605346573 4.90586183581146 5.68960610234395 -0.470741896508494 0.000954656468880878 0.0448472266909904 "Promoter (<=1kb)" 8 117708549 117720276 11728 2 "68133" "ENSMUST00000040484.6" 557 "ENSMUSG00000034424" "Gcsh" "glycine cleavage system protein H (aminomethyl carrier)" "Promoter"
"1714" "chr8" 58916424 58916824 401 "*" 4.89224374581722 4.17988551959046 5.22542190087283 -0.483581156371691 0.000954999871375465 0.0448472266909904 "Intron (ENSMUST00000204128.3/270049, intron 4 of 12)" 8 59152880 59153821 942 2 "100271928" "ENSMUST00000148792.2" 236997 NA "Gm15881" "predicted gene 15881" "Intron"
"1715" "chr16" 63471163 63471563 401 "*" 5.09669643035288 4.46829376395961 5.401680699882 -0.482666422461205 0.00095544116651016 0.0448472266909904 "Intron (ENSMUST00000064405.8/13837, intron 5 of 16)" 16 63567800 63567897 98 2 "115488681" "ENSMUST00000158367.4" 96334 "ENSMUSG00000088992" "Gm22769" "predicted gene, 22769" "Intron"
"1716" "chr1" 42530637 42531037 401 "*" 5.24352876751237 4.64592588142851 5.53760456747281 -0.480581827995297 0.000955544031652497 0.0448472266909904 "Promoter (<=1kb)" 1 42530973 42534823 3851 1 "118567741" "ENSMUST00000191992.2" 0 NA "Gm37047" "predicted gene, 37047" "Promoter"
"1717" "chr6" 37097966 37098366 401 "*" 4.59020146083249 3.76794785971494 4.95715657721419 -0.477016485623102 0.000956428764240078 0.0448472266909904 "Intron (ENSMUST00000101532.10/320127, intron 3 of 33)" 6 37011543 37041445 29903 2 "320127" "ENSMUST00000146656.2" -56521 "ENSMUSG00000038665" "Dgki" "diacylglycerol kinase, iota" "Intron"
"1718" "chr1" 90323203 90323603 401 "*" 4.52607424297026 3.71638257638467 4.88933596487236 -0.477305094272671 0.000956434984658385 0.0448472266909904 "Distal Intergenic" 1 90381116 90382223 1108 2 "105246660" "ENSMUST00000187630.2" 58620 NA "Gm28722" "predicted gene 28722" "Intergenic"
"1719" "chr16" 20438529 20438929 401 "*" 5.60062940578433 5.08941306599393 5.862356264288 -0.467211289523362 0.000956506828287724 0.0448472266909904 "Promoter (1-2kb)" 16 20437965 20440037 2073 2 "73047" "ENSMUST00000052939.4" 1108 "ENSMUSG00000051146" "Camk2n2" "calcium/calmodulin-dependent protein kinase II inhibitor 2" "Promoter"
"1720" "chr18" 55009153 55009553 401 "*" 4.43173463695303 3.52702874619525 4.82193155696777 -0.469987183717759 0.000957220902373274 0.0448549874997493 "Distal Intergenic" 18 55025553 55028634 3082 2 "269023" "ENSMUST00000237009.2" 19081 "ENSMUSG00000052713" "Zfp608" "zinc finger protein 608" "Intergenic"
"1721" "chr5" 124149068 124149468 401 "*" 7.39591760533953 7.02831569027685 7.5974931155642 -0.414208439426047 0.000958384302587689 0.044877986419009 "Promoter (<=1kb)" 5 124144199 124149776 5578 2 "330192" "ENSMUST00000199306.2" 308 "ENSMUSG00000066278" "Vps37b" "vacuolar protein sorting 37B" "Promoter"
"1722" "chr4" 6914188 6914588 401 "*" 4.47066041964273 3.58805670237038 4.85479301358381 -0.473320660882538 0.000958809371089749 0.044877986419009 "Intron (ENSMUST00000039987.4/252838, intron 1 of 8)" 4 6820694 6990483 169790 2 "252838" "ENSMUST00000150082.2" 75895 "ENSMUSG00000041272" "Tox" "thymocyte selection-associated high mobility group box" "Intron"
"1723" "chr17" 26011121 26011521 401 "*" 7.04304032137046 6.67941864015146 7.24282379541208 -0.412964643437902 0.000959447373801128 0.0448821577549876 "Promoter (<=1kb)" 17 26009054 26011241 2188 2 "214917" "ENSMUST00000237093.2" 0 "ENSMUSG00000057411" "Antkmt" "adenine nucleotide translocase lysine methyltransferase" "Promoter"
"1724" "chr12" 38175471 38175871 401 "*" 4.51625691403509 3.74743757022149 4.867208527839 -0.480007702060401 0.000962658212062367 0.0449728548242532 "Intron (ENSMUST00000221176.2/217480, intron 8 of 9)" 12 38069179 38224660 155482 1 "217480" "ENSMUST00000220606.2" 106292 "ENSMUSG00000036095" "Dgkb" "diacylglycerol kinase, beta" "Intron"
"1725" "chr8" 56747393 56747793 401 "*" 6.69100123531633 6.32493316819394 6.89188700417878 -0.416047623016507 0.00096273150527737 0.0449728548242532 "Promoter (<=1kb)" 8 56747620 56774078 26459 1 "15446" "ENSMUST00000034026.10" 0 "ENSMUSG00000031613" "Hpgd" "hydroxyprostaglandin dehydrogenase 15 (NAD)" "Promoter"
"1726" "chr7" 45777540 45777940 401 "*" 5.36708600298757 4.85468960896804 5.62927299594802 -0.467075953125848 0.000963443543071507 0.0449728548242532 "Intron (ENSMUST00000211767.2/ENSMUST00000211767.2, intron 1 of 2)" 7 45753947 45786053 32107 2 "20927" "ENSMUST00000210655.2" 8113 "ENSMUSG00000040136" "Abcc8" "ATP-binding cassette, sub-family C member 8" "Intron"
"1727" "chr2" 152468716 152469116 401 "*" 6.02551095466637 5.53921763642461 6.27739617242595 -0.456976480578719 0.000963586176496168 0.0449728548242532 "Promoter (<=1kb)" 2 152468871 152477114 8244 1 "19700" "ENSMUST00000000369.4" 0 "ENSMUSG00000000359" "Rem1" "rad and gem related GTP binding protein 1" "Promoter"
"1728" "chr13" 54539272 54539672 401 "*" 4.60534041794181 3.86978919942341 4.94593040260447 -0.481041129647745 0.000965392764726165 0.0450306874035943 "Distal Intergenic" 13 54519162 54531730 12569 1 "12890" "ENSMUST00000026985.9" 20110 "ENSMUSG00000025867" "Cplx2" "complexin 2" "Intergenic"
"1729" "chr11" 116021279 116021679 401 "*" 7.42494553648647 7.06901319275445 7.62124661790903 -0.408851719499115 0.000965926693235959 0.0450306874035943 "Promoter (<=1kb)" 11 116012672 116021950 9279 2 "338364" "ENSMUST00000106440.9" 271 "ENSMUSG00000054517" "Trim65" "tripartite motif-containing 65" "Promoter"
"1730" "chr5" 132820849 132821249 401 "*" 4.26365548942476 3.38734916309921 4.64603841680753 -0.46939069029173 0.000968079983658326 0.0450899975533116 "Distal Intergenic" 5 131466171 132572183 1106013 2 "319974" "ENSMUST00000161226.11" -248666 "ENSMUSG00000029673" "Auts2" "autism susceptibility candidate 2" "Intergenic"
"1731" "chr11" 75714323 75714723 401 "*" 5.58488995026363 5.11529463678808 5.83004714546156 -0.457595099319195 0.000968535844959303 0.0450899975533116 "Intron (ENSMUST00000127424.8/102641247, intron 2 of 4)" 11 75659792 75686875 27084 2 "13447" "ENSMUST00000021209.8" -27448 "ENSMUSG00000020848" "Doc2b" "double C2, beta" "Intron"
"1732" "chr2" 152496296 152496696 401 "*" 5.7007243398142 5.16179091207433 5.97312219438711 -0.469343355788346 0.000968937688912343 0.0450899975533116 "Promoter (<=1kb)" 2 152494802 152496250 1449 2 "75662" "ENSMUST00000139912.3" -46 "ENSMUSG00000087148" "1700030C14Rik" "RIKEN cDNA 1700030C14 gene" "Promoter"
"1733" "chr4" 82455534 82455934 401 "*" 5.33621804999441 4.76872370801136 5.61931980218787 -0.473913793372979 0.000969404619037811 0.0450899975533116 "Intron (ENSMUST00000139835.3/102635783, intron 1 of 1)" 4 82426167 82465538 39372 1 "102635783" "ENSMUST00000139835.3" 29367 "ENSMUSG00000087413" "Gm11266" "predicted gene 11266" "Intron"
"1734" "chr11" 62874605 62875005 401 "*" 4.73162359633592 4.09204624232818 5.04048848992141 -0.482972586791267 0.00097059551240659 0.0450990725905378 "Intron (ENSMUST00000035854.4/66338, intron 1 of 1)" 11 62881279 62894954 13676 2 "74884" "ENSMUST00000153180.8" 19949 "ENSMUSG00000087604" "Cdrt4os1" "CMT1A duplicated region transcript 4, opposite strand 1" "Intron"
"1735" "chr6" 17059436 17059836 401 "*" 4.29380256425667 3.48064443873591 4.65808763796109 -0.475608288319577 0.000970711117853589 0.0450990725905378 "Exon (ENSMUST00000140746.2/100504308, exon 2 of 2)" 6 17058805 17064995 6191 2 "100504308" "ENSMUST00000140746.2" 5159 NA "Gm15473" "predicted gene 15473" "Exon"
"1736" "chr5" 66271555 66271955 401 "*" 5.64667174928842 5.06835596129684 5.9337537675118 -0.476372785567261 0.000971275219926686 0.0450990725905378 "Intron (ENSMUST00000201544.4/245945, intron 3 of 8)" 5 66173892 66255534 81643 2 "245945" "ENSMUST00000113726.8" -16021 "ENSMUSG00000070780" "Rbm47" "RNA binding motif protein 47" "Intron"
"1737" "chr9" 69365436 69365836 401 "*" 7.31754654211457 6.90179040529693 7.54024684141911 -0.435762309335574 0.000972287441966067 0.0450990725905378 "Promoter (1-2kb)" 9 69364226 69364313 88 1 "100526560" "ENSMUST00000175301.3" 1210 "ENSMUSG00000093042" "Mir3109" "microRNA 3109" "Promoter"
"1738" "chr1" 130987089 130987489 401 "*" 4.60272898108545 3.91700147523588 4.92719994183812 -0.48275130352586 0.000972608674117732 0.0450990725905378 "Intron (ENSMUST00000016672.11/17164, intron 1 of 9)" 1 130984626 131000263 15638 2 "17164" "ENSMUST00000188459.4" 12774 "ENSMUSG00000016528" "Mapkapk2" "MAP kinase-activated protein kinase 2" "Intron"
"1739" "chr6" 29278957 29279357 401 "*" 5.77347110115705 5.29462656941693 6.02236851801634 -0.459389552856343 0.000972908940316848 0.0450990725905378 "Promoter (<=1kb)" 6 29279592 29287779 8188 1 "245884" "ENSMUST00000167131.8" -235 "ENSMUSG00000079652" "Garin1a" "golgi associated RAB2 interactor 1A" "Promoter"
"1740" "chr2" 27463078 27463478 401 "*" 6.38478883887461 5.96684935221154 6.60842318436529 -0.435414748843729 0.000973701041111099 0.0451088990954058 "Distal Intergenic" 2 27430438 27433374 2937 1 "105244102" "ENSMUST00000142511.2" 32640 "ENSMUSG00000085929" "Gm13421" "predicted gene 13421" "Intergenic"
